AirportCode,AirportName,City,AdministrativeDivision,Country
AVP,Wilkes Barre Scranton International Airport,Scranton,Pa,United States
BJI,Bemidji Regional Airport,Bemidji,Minnesota,United States
THG,Thangool Airport,Biloela,Qld.,Australia
FGI,Fagali'i Airport,Apia,,Samoa
BNK,Ballina Byron Gateway Airport,Ballina Byron Bay,Nsw,Australia
FAR,Hector International Airport,Fargo,North Dakota,United States
MKC,Charles B. Wheeler Downtown Airport,Kansas City,Missouri,United States
RBE,Ratanakiri Airport,Ratanakiri,,Cambodia
GCC,Gillette Campbell County Airport,Gillette,Wyoming,United States
TOF,Bogashevo Airport,Tomsk,,Russia
NZJ,El Toro Marine Corps Air Station,Santa Ana,California,United States
PHY,Phetchabun Airport,Phetchabun,,Thailand
CJM,Chumphon Airport,Chumphon,,Thailand
JZH,Jiuzhai Huanglong Airport,Jiuzhaigou,South Dakota,China
SWA,Jieyang Chaoshan International Airport,Shantou,,China
GEO,Cheddi Jagan International Airport,Georgetown,,Guyana
AGT,Guarani International Airport,Ciudad del Este,,Paraguay
OGL,Eugene F. Correira International Airport,Georgetown,,Guyana
KAI,Kaieteur International Airport,Kaieteur,,Guyana
DNH,Dunhuang Airport,Dunhuang,,China
AOI,Ancona Falconara Airport,Ancona,,Italy
TCP,Taba International Airport,Taba,,Egypt
LYB,Edward Bodden Airfield,Little Cayman,,Cayman Islands
BJV,Milas Bodrum International Airport,Bodrum,,Turkey
TBJ,Tabarka 7 Novembre Airport,Tabarka,,Tunisia
SAW,Sabiha Gökçen International Airport,Istanbul,Michigan,Turkey
SCE,University Park Airport,State College Pennsylvania,Pennsylvania,United States
BME,Broome International Airport,Broome,,Australia
NTL,Newcastle Airport,Newcastle,N.S.W.,Australia
KLU,Klagenfurt Airport,Klagenfurt,,Austria
HFT,Hammerfest Airport,Hammerfest,,Norway
HVG,Valan Airport,Honningsvag,,Norway
MEH,Mehamn Airport,Mehamn,,Norway
VDS,Vadsø Airport,Vadsø,,Norway
IKA,Imam Khomeini International Airport,Tehran,,Iran
MHD,Mashhad International Airport,Mashhad,,Iran
UIK,Ust-Ilimsk Airport,Ust Ilimsk,,Russia
MEI,Key Field,Meridian,Mississippi,United States
SPI,Abraham Lincoln Capital Airport,Springfield,Illinois,United States
CEZ,Cortez Municipal Airport,Cortez,Colorado,United States
HDN,Yampa Valley Airport,Hayden,Colorado,United States
GUP,Gallup Municipal Airport,Gallup,New Mexico,United States
LBL,Liberal Mid-America Regional Airport,Liberal,Kansas,United States
LAA,Lamar Municipal Airport,Lamar,Colorado,United States
GLD,Renner Field-Goodland Municipal Airport,Goodland,Kansas,United States
COD,Yellowstone Regional Airport,Cody,Wyoming,United States
HOV,"Ørsta-Volda Airport, Hovden",Orsta-Volda,,Norway
ISC,St. Mary's Airport,ST MARY\'S,,United Kingdom
SGF,Springfield Branson National Airport,Springfield,Missouri,United States
NVK,Narvik Framnes Airport,Narvik,,Norway
BVG,Berlevåg Airport,Berlevag,,Norway
FBU,"Oslo, Fornebu Airport",Oslo,,Norway
NSK,Norilsk-Alykel Airport,Norilsk,,Russia
AAQ,Anapa Vityazevo Airport,Anapa,,Russia
JLN,Joplin Regional Airport,Joplin,Missouri,United States
ABE,Lehigh Valley International Airport,Allentown,Pennsylvania,United States
XNA,Northwest Arkansas Regional Airport,Bentonville,Ak,United States
GUW,Atyrau Airport,Atyrau,,Kazakhstan
KZO,Kzyl-Orda Southwest Airport,Kzyl-Orda,,Kazakhstan
SBN,South Bend Regional Airport,South Bend,Indiana,United States
BKA,Bykovo Airport,Moscow,,Russia
ARH,Talagi Airport,Arkhangelsk,,Russia
RTW,Saratov Central Airport,Saratov,,Russia
NUX,Novy Urengoy Airport,Novy Urengoy,,Russia
NOJ,Noyabrsk Airport,Noyabrsk,,Russia
SCO,Aktau Airport,Aktau,,Kazakhstan
UCT,Ukhta Airport,Ukhta,,Russia
USK,Usinsk Airport,Usinsk,,Russia
PEX,Pechora Airport,Pechora,,Russia
NNM,Naryan Mar Airport,Naryan-Mar,,Russia
PKV,Pskov Airport,Pskov,,Russia
KGP,Kogalym International Airport,Kogalym,,Russia
KJA,Yemelyanovo Airport,Krasnoyarsk,,Russia
KGF,Sary-Arka Airport,Karaganda,,Kazakhstan
URJ,Uray Airport,Uraj,,Russia
IWA,Ivanovo South Airport,Ivanovo,,Russia
CGQ,Longjia Airport,Changchun,,China
KIJ,Niigata Airport,Niigata,,Japan
JON,Johnston Atoll Airport,Johnston Island,,Johnston Atoll
SMD,Smith Field,Fort Wayne IN,,United States
ACV,California Redwood Coast-Humboldt County Airport,Arcata CA,California,United States
OAJ,Albert J Ellis Airport,Jacksonville NC,North Carolina,United States
TCL,Tuscaloosa Regional Airport,Tuscaloosa AL,Alabama,United States
DBQ,Dubuque Regional Airport,Dubuque IA,Iowa,United States
HHP,Shun Tak Heliport,Hong Kong,,Hong Kong
ATD,Uru Harbour Airport,Atoifi,,Solomon Islands
AKS,Gwaunaru'u Airport,Auki,,Solomon Islands
BAS,Ballalae Airport,Ballalae,,Solomon Islands
FRE,Fera/Maringe Airport,Fera Island,,Solomon Islands
MBU,Babanakira Airport,Mbambanakira,,Solomon Islands
IRA,Ngorangora Airport,Kirakira,,Solomon Islands
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,,Solomon Islands
MUA,Munda Airport,Munda,,Solomon Islands
GZO,Nusatupe Airport,Gizo,,Solomon Islands
MNY,Mono Airport,Stirling Island,,Solomon Islands
RNL,Rennell/Tingoa Airport,Rennell Island,,Solomon Islands
RUS,Marau Airport,Marau,,Solomon Islands
VAO,Suavanao Airport,Suavanao,,Solomon Islands
KGE,Kaghau Airport,Kagau Island,,Solomon Islands
RBV,Ramata Airport,Ramata,,Solomon Islands
BUA,Buka Airport,Buka Island,,Papua New Guinea
CMU,Chimbu Airport,Kundiawa,,Papua New Guinea
DAU,Daru Airport,Daru,,Papua New Guinea
GUR,Gurney Airport,Gurney,,Papua New Guinea
PNP,Girua Airport,Girua,,Papua New Guinea
HKN,Kimbe Airport,Hoskins,,Papua New Guinea
UNG,Kiunga Airport,Kiunga,,Papua New Guinea
KRI,Kikori Airport,Kikori,,Papua New Guinea
KMA,Kerema Airport,Kerema,,Papua New Guinea
KVG,Kavieng Airport,Kavieng,,Papua New Guinea
MDU,Mendi Airport,Mendi,,Papua New Guinea
MAS,Momote Airport,Momote,,Papua New Guinea
MXH,Moro Airport,Moro,,Papua New Guinea
MIS,Misima Island Airport,Misima Island,,Papua New Guinea
TIZ,Tari Airport,Tari,,Papua New Guinea
TBG,Tabubil Airport,Tabubil,,Papua New Guinea
RAB,Tokua Airport,Tokua,,Papua New Guinea
VAI,Vanimo Airport,Vanimo,,Papua New Guinea
WBM,Wapenamanda Airport,Wapenamanda,,Papua New Guinea
LLU,Alluitsup Paa Heliport,Alluitsup Paa,,Greenland
CNP,Neerlerit Inaat Airport,Neerlerit Inaat,,Greenland
JFR,Paamiut Heliport,Paamiut,,Greenland
JGO,Qeqertarsuaq Heliport,Qeqertarsuaq Airport,,Greenland
JJU,Qaqortoq Heliport,Qaqortoq,,Greenland
JSU,Maniitsoq Airport,Maniitsoq,,Greenland
JNN,Nanortalik Heliport,Nanortalik,,Greenland
JNS,Narsaq Heliport,Narsaq,,Greenland
NAQ,Qaanaaq Airport,Qaanaaq,,Greenland
JHS,Sisimiut Airport,Sisimiut,,Greenland
JUV,Upernavik Airport,Upernavik,,Greenland
JQA,Qaarsut Airport,Uummannaq,,Greenland
GRY,Grímsey Airport,Grímsey,,Iceland
THO,Thorshofn Airport,Thorshofn,,Iceland
VPN,Vopnafjörður Airport,Vopnafjörður,,Iceland
YWS,Whistler/Green Lake Water Aerodrome,Whistler,Bc,Canada
YAA,Anahim Lake Airport,Anahim Lake,B.C.,Canada
YWM,Williams Harbour Airport,Williams Harbour,Nfld,Canada
YFX,St. Lewis (Fox Harbour) Airport,St. Lewis,Nfld,Canada
YHA,Port Hope Simpson Airport,Port Hope Simpson,Nfld,Canada
YRG,Rigolet Airport,Rigolet,Nfld,Canada
YCK,Colville Lake Airport,Colville Lake,N.W.T.,Canada
YLE,Whatì Airport,Whatì,Nwt,Canada
SUR,Summer Beaver Airport,Summer Beaver,Ontario,Canada
YAX,Wapekeka Airport,Angling Lake,Ontario,Canada
WNN,Wunnumin Lake Airport,Wunnumin Lake,Ontario,Canada
YNO,North Spirit Lake Airport,North Spirit Lake,Ontario,Canada
XBE,Bearskin Lake Airport,Bearskin Lake,Ont.,Canada
KIF,Kingfisher Lake Airport,Kingfisher Lake,Ontario,Canada
YOG,Ogoki Post Airport,Ogoki Post,Ontario,Canada
YHP,Poplar Hill Airport,Poplar Hill,Ontario,Canada
YKU,Chisasibi Airport,Chisasibi,Quebec,Canada
ZTB,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Que.,Canada
ZLT,La Tabatière Airport,La Tabatière,Que.,Canada
YAC,Cat Lake Airport,Cat Lake,Ontario,Canada
YAG,Fort Frances Municipal Airport,Fort Frances,Ont.,Canada
XKS,Kasabonika Airport,Kasabonika,Ontario,Canada
YKG,Kangirsuk Airport,Kangirsuk,Quebec,Canada
YAT,Attawapiskat Airport,Attawapiskat,Ont.,Canada
YBE,Uranium City Airport,Uranium City,Sask.,Canada
YBX,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Que.,Canada
YRF,Cartwright Airport,Cartwright,Nfld,Canada
YCS,Chesterfield Inlet Airport,Chesterfield Inlet,N.W.T.,Canada
YDP,Nain Airport,Nain,Nfld,Canada
YER,Fort Severn Airport,Fort Severn,Ontario,Canada
YFA,Fort Albany Airport,Fort Albany,Ontario,Canada
YFH,Fort Hope Airport,Fort Hope,Ontario,Canada
YMN,Makkovik Airport,Makkovik,Nfld,Canada
YGB,Texada Gillies Bay Airport,Texada,B.C.,Canada
YGO,Gods Lake Narrows Airport,Gods Lake Narrows,Man.,Canada
YGT,Igloolik Airport,Igloolik,N.W.T.,Canada
YGW,Kuujjuarapik Airport,Kuujjuarapik,Que.,Canada
YGX,Gillam Airport,Gillam,Man.,Canada
YGZ,Grise Fiord Airport,Grise Fiord,N.W.T.,Canada
YQC,Quaqtaq Airport,Quaqtaq,Quebec,Canada
CXH,Vancouver Harbour Water Aerodrome,Vancouver,Bc,Canada
YNS,Nemiscau Airport,Nemiscau,Quebec,Canada
YHO,Hopedale Airport,Hopedale,Nfld,Canada
YHR,Chevery Airport,Chevery,Que.,Canada
YIK,Ivujivik Airport,Ivujivik,Quebec,Canada
YIV,Island Lake Airport,Island Lake,Man.,Canada
AKV,Akulivik Airport,Akulivik,Que.,Canada
YKQ,Waskaganish Airport,Waskaganish,Que.,Canada
YPJ,Aupaluk Airport,Aupaluk,Que.,Canada
YLC,Kimmirut Airport,Kimmirut,N.W.T.,Canada
YLH,Lansdowne House Airport,Lansdowne House,Ontario,Canada
XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Quebec,Canada
YMH,Mary's Harbour Airport,Mary's Harbour,Nfld,Canada
YMT,Chapais Airport,Chibougamau,Que.,Canada
YUD,Umiujaq Airport,Umiujaq,Quebec,Canada
YNC,Wemindji Airport,Wemindji,Que.,Canada
YNE,Norway House Airport,Norway House,Man.,Canada
YNL,Points North Landing Airport,Points North Landing,Sask,Canada
YOH,Oxford House Airport,Oxford House,Man.,Canada
YPH,Inukjuak Airport,Inukjuak,Que.,Canada
YPM,Pikangikum Airport,Pikangikum,Ontario,Canada
YPO,Peawanuck Airport,Peawanuck,Ontario,Canada
YPW,Powell River Airport,Powell River,B.C.,Canada
YQD,The Pas Airport,The Pas,Man.,Canada
YQN,Nakina Airport,Nakina,Ontario,Canada
YRA,Rae Lakes Airport,Gamètì,Nwt,Canada
YRL,Red Lake Airport,Red Lake,Ont.,Canada
YSF,Stony Rapids Airport,Stony Rapids,Sask.,Canada
YSK,Sanikiluaq Airport,Sanikiluaq,N.W.T.,Canada
YST,St. Theresa Point Airport,St. Theresa Point,Man.,Canada
YTL,Big Trout Lake Airport,Big Trout Lake,Ont.,Canada
YVZ,Deer Lake Airport,Deer Lake,Ontario,Canada
YWP,Webequie Airport,Webequie,Ontario,Canada
YXN,Whale Cove Airport,Whale Cove,N.W.T.,Canada
YZG,Salluit Airport,Salluit,Quebec,Canada
ZAC,York Landing Airport,York Landing,Manitoba,Canada
ILF,Ilford Airport,Ilford,Manitoba,Canada
ZBF,Bathurst Airport,Bathurst,N.B.,Canada
ZEM,Eastmain River Airport,Eastmain River,Quebec,Canada
ZFD,Fond-Du-Lac Airport,Fond-Du-Lac,Sask,Canada
ZGI,Gods River Airport,Gods River,Man.,Canada
ZJN,Swan River Airport,Swan River,Manitoba,Canada
ZKE,Kashechewan Airport,Kashechewan,Ont.,Canada
MSA,Muskrat Dam Airport,Muskrat Dam,Ontario,Canada
ZMT,Masset Airport,Masset,B.C.,Canada
ZPB,Sachigo Lake Airport,Sachigo Lake,Ont.,Canada
ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,Ontario,Canada
ZSJ,Sandy Lake Airport,Sandy Lake,Ontario,Canada
ZTM,Shamattawa Airport,Shamattawa,Manitoba,Canada
ZUM,Churchill Falls Airport,Churchill Falls,Nfld.,Canada
ZWL,Wollaston Lake Airport,Wollaston Lake,Sask.,Canada
BLJ,Batna Airport,Batna,,Algeria
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,,Algeria
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,,Algeria
ELU,Guemar Airport,Guemar,,Algeria
KMS,Kumasi Airport,Kumasi,,Ghana
HDF,Heringsdorf Airport,Heringsdorf,,Germany
HEI,Heide-Büsum Airport,Büsum,,Germany
HGL,Helgoland-Düne Airport,Helgoland,,Germany
SJY,Seinäjoki Airport,Seinäjoki / Ilmajoki,,Finland
NQT,Nottingham Airport,Nottingham,,United Kingdom
DSA,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",,United Kingdom
CAL,Campbeltown Airport,Campbeltown,Scotland,United Kingdom
EOI,Eday Airport,Eday,Orkney Island,United Kingdom
FIE,Fair Isle Airport,Fair Isle,Scotland,United Kingdom
NRL,North Ronaldsay Airport,North Ronaldsay,Scot.,United Kingdom
PPW,Papa Westray Airport,Papa Westray,Scotland,United Kingdom
SOY,Stronsay Airport,Stronsay,Scotland,United Kingdom
NDY,Sanday Airport,Sanday,Scotland,United Kingdom
LWK,Lerwick / Tingwall Airport,Lerwick,Scotland,United Kingdom
WRY,Westray Airport,Westray,Scotland,United Kingdom
LEQ,Land's End Airport,Land's End,England,United Kingdom
PZE,Penzance Heliport,Penzance,England,United Kingdom
VLY,Anglesey Airport,Angelsey,,United Kingdom
BRR,Barra Airport,Barra,Hebrides Is.,United Kingdom
CFN,Donegal Airport,Dongloe,,Ireland
CNL,Sindal Airport,Sindal,,Denmark
LKN,Leknes Airport,Leknes,,Norway
OSY,Namsos Høknesøra Airport,Namsos,,Norway
MQN,"Mo i Rana Airport, Røssvoll",Mo i Rana,,Norway
RVK,"Rørvik Airport, Ryum",Rørvik,,Norway
RET,Røst Airport,Røst,,Norway
SDN,Sandane Airport (Anda),Sandane,,Norway
SOG,Sogndal Airport,Sogndal,,Norway
SVJ,Svolvær Helle Airport,Svolvær,,Norway
SOJ,Sørkjosen Airport,Sorkjosen,,Norway
VAW,"Vardø Airport, Svartnes",Vardø,,Norway
VRY,Værøy Heliport,Værøy,,Norway
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,,Poland
LCJ,Łódź Władysław Reymont Airport,Lodz,,Poland
OSD,Åre Östersund Airport,Östersund,,Sweden
HFS,Hagfors Airport,Hagfors,,Sweden
KSD,Karlstad Airport,Karlstad,,Sweden
TYF,Torsby Airport,Torsby,,Sweden
AGH,Ängelholm-Helsingborg Airport,Ängelholm,,Sweden
SQO,Storuman Airport,Mohed,,Sweden
HMV,Hemavan Airport,Hemavan,,Sweden
VNT,Ventspils International Airport,Ventspils,,Latvia
QRA,Rand Airport,Johannesburg,,South Africa
MQP,Kruger Mpumalanga International Airport,Mpumalanga,,South Africa
AAM,Malamala Airport,Malamala,,South Africa
MBD,Mmabatho International Airport,Mafeking,,South Africa
GNZ,Ghanzi Airport,Ghanzi,,Botswana
ORP,Orapa Airport,Orapa,,Botswana
SWX,Shakawe Airport,Shakawe,,Botswana
TLD,Limpopo Valley Airport,Tuli Lodge,,Botswana
DIS,Ngot Nzoungou Airport,Loubomo,,Congo (Brazzaville)
CIP,Chipata Airport,Chipata,,Zambia
YVA,Iconi Airport,Moroni,,Comoros
WAQ,Antsalova Airport,Antsalova,,Madagascar
JVA,Ankavandra Airport,Ankavandra,,Madagascar
BMD,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,,Madagascar
MXT,Maintirano Airport,Maintirano,,Madagascar
TVA,Morafenobe Airport,Morafenobe,,Madagascar
WTA,Tambohorano Airport,Tambohorano,,Madagascar
WTS,Tsiroanomandidy Airport,Tsiroanomandidy,,Madagascar
WAM,Ambatondrazaka Airport,Ambatondrazaka,,Madagascar
WPB,Port Bergé Airport,Port Bergé,,Madagascar
DWB,Soalala Airport,Soalala,,Madagascar
WMP,Mampikony Airport,Mampikony,,Madagascar
WMA,Mandritsara Airport,Mandritsara,,Madagascar
MJA,Manja Airport,Manja,,Madagascar
CBT,Catumbela Airport,Catumbela,,Angola
DUE,Dundo Airport,Dundo,,Angola
VPE,Ngjiva Pereira Airport,Ondjiva,,Angola
MSZ,Namibe Airport,Mocamedes,,Angola
KOU,Koulamoutou Mabimbi Airport,Koulamoutou,,Gabon
MJL,Mouilla Ville Airport,Mouila,,Gabon
TCH,Tchibanga Airport,Tchibanga,,Gabon
VPY,Chimoio Airport,Chimoio,,Mozambique
SRH,Sarh Airport,Sarh,,Chad
CMK,Club Makokola Airport,Club Makokola,,Malawi
LUD,Luderitz Airport,Luderitz,,Namibia
OND,Ondangwa Airport,Ondangwa,,Namibia
OMD,Oranjemund Airport,Oranjemund,,Namibia
SWP,Swakopmund Airport,Swakopmund,,Namibia
ERS,Eros Airport,Windhoek,,Namibia
BOA,Boma Airport,Boma,,Congo (Kinshasa)
MAT,Tshimpi Airport,Matadi,,Congo (Kinshasa)
INO,Inongo Airport,Inongo,,Congo (Kinshasa)
NIO,Nioki Airport,Nioki,,Congo (Kinshasa)
KRZ,Basango Mboliasa Airport,Kiri,,Congo (Kinshasa)
BSU,Basankusu Airport,Basankusu,,Congo (Kinshasa)
TSH,Tshikapa Airport,Tshikapa,,Congo (Kinshasa)
LJA,Lodja Airport,Lodja,,Congo (Kinshasa)
PFR,Ilebo Airport,Ilebo,,Congo (Kinshasa)
OUK,Outer Skerries Airport,Outer Skerries,Shetlnd Is.,United Kingdom
GMZ,La Gomera Airport,La Gomera,,Spain
BTE,Sherbro International Airport,Bonthe,,Sierra Leone
KBS,Bo Airport,Bo,,Sierra Leone
KEN,Kenema Airport,Kenema,,Sierra Leone
OXB,Osvaldo Vieira International Airport,Bissau,,Guinea-Bissau
SMW,Smara Airport,Smara,,Western Sahara
VIL,Dakhla Airport,Dakhla,,Western Sahara
ESU,Mogador Airport,Essadouira,,Morocco
EUN,Hassan I Airport,El Aaiún,,Western Sahara
NDR,Nador International Airport,El Aroui,,Morocco
RAI,Praia International Airport,"Praia, Santiago Island",,Cape Verde
SFL,São Filipe Airport,"Sao Filipe, Fogo Island",,Cape Verde
BCO,Baco Airport,Baco,,Ethiopia
BEI,Beica Airport,Beica,,Ethiopia
DSE,Combolcha Airport,Dessie,,Ethiopia
DEM,Dembidollo Airport,Dembidollo,,Ethiopia
GDE,Gode Airport,Gode,,Ethiopia
GOR,Gore Airport,Gore,,Ethiopia
ABK,Kabri Dehar Airport,Kabri Dehar,,Ethiopia
MTF,Mizan Teferi Airport,Mizan Teferi,,Ethiopia
TIE,Tippi Airport,Tippi,,Ethiopia
ALU,Alula Airport,Alula,,Somalia
BSA,Bosaso Airport,Bosaso,,Somalia
MGQ,Aden Adde International Airport,Mogadishu,,Somalia
GLK,Galcaio Airport,Galcaio,,Somalia
BUO,Burao Airport,Burao,,Somalia
AAC,El Arish International Airport,El Arish,,Egypt
ATZ,Assiut International Airport,Asyut,,Egypt
ASV,Amboseli Airport,Amboseli National Park,,Kenya
LKG,Lokichoggio Airport,Lokichoggio,,Kenya
MYD,Malindi Airport,Malindi,,Kenya
NYK,Nanyuki Airport,Nanyuki,,Kenya
